benchmark,model,question_idx,majority_07,majority_10,flipped,n_samples_07,n_samples_10
HLE,GPT-OSS-120B,15.0,no,no,False,50,50
HLE,GPT-OSS-120B,16.0,no,no,False,50,50
HLE,GPT-OSS-120B,17.0,unclear,unclear,False,50,50
HLE,GPT-OSS-120B,18.0,no,no,False,50,50
HLE,GPT-OSS-120B,19.0,no,no,False,50,50
HLE,GPT-OSS-120B,20.0,no,no,False,50,50
HLE,GPT-OSS-120B,21.0,no,no,False,50,50
HLE,GPT-OSS-120B,22.0,unclear,unclear,False,50,50
HLE,GPT-OSS-120B,23.0,no,no,False,50,50
HLE,GPT-OSS-120B,24.0,yes,yes,False,50,50
HLE,GPT-OSS-120B,25.0,yes,yes,False,50,50
HLE,GPT-OSS-120B,26.0,no,yes,True,50,50
HLE,GPT-OSS-120B,27.0,yes,yes,False,50,50
HLE,GPT-OSS-120B,28.0,no,no,False,50,50
HLE,GPT-OSS-120B,29.0,yes,yes,False,50,50
HLE,GPT-OSS-120B,30.0,no,no,False,50,50
HLE,GPT-OSS-120B,31.0,yes,yes,False,50,50
HLE,GPT-OSS-120B,32.0,no,no,False,50,50
HLE,GPT-OSS-120B,33.0,no,no,False,50,50
HLE,GPT-OSS-120B,34.0,no,no,False,50,50
HLE,GPT-OSS-20B,0.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,1.0,no,no,False,50,50
HLE,GPT-OSS-20B,2.0,yes,yes,False,50,50
HLE,GPT-OSS-20B,3.0,no,no,False,50,50
HLE,GPT-OSS-20B,4.0,yes,yes,False,50,50
HLE,GPT-OSS-20B,5.0,no,no,False,50,50
HLE,GPT-OSS-20B,6.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,7.0,no,unclear,True,50,50
HLE,GPT-OSS-20B,8.0,no,no,False,50,50
HLE,GPT-OSS-20B,9.0,yes,yes,False,50,50
HLE,GPT-OSS-20B,10.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,11.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,12.0,yes,yes,False,50,50
HLE,GPT-OSS-20B,13.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,14.0,no,no,False,50,50
HLE,GPT-OSS-20B,15.0,no,no,False,50,50
HLE,GPT-OSS-20B,16.0,no,no,False,50,50
HLE,GPT-OSS-20B,17.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,18.0,no,no,False,50,50
HLE,GPT-OSS-20B,19.0,no,no,False,50,50
HLE,GPT-OSS-20B,20.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,21.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,22.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,23.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,24.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,25.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,26.0,yes,yes,False,50,50
HLE,GPT-OSS-20B,27.0,yes,yes,False,50,50
HLE,GPT-OSS-20B,28.0,no,no,False,50,50
HLE,GPT-OSS-20B,29.0,yes,yes,False,50,50
HLE,GPT-OSS-20B,30.0,no,no,False,50,50
HLE,GPT-OSS-20B,31.0,yes,unclear,True,50,50
HLE,GPT-OSS-20B,32.0,no,no,False,50,50
HLE,GPT-OSS-20B,33.0,unclear,unclear,False,50,50
HLE,GPT-OSS-20B,34.0,no,no,False,50,50
HLE,Gemma-3-4B,0.0,no,no,False,50,50
HLE,Gemma-3-4B,1.0,no,no,False,50,50
HLE,Gemma-3-4B,2.0,yes,yes,False,50,50
HLE,Gemma-3-4B,3.0,no,no,False,50,50
HLE,Gemma-3-4B,4.0,no,no,False,50,50
HLE,Gemma-3-4B,5.0,yes,yes,False,50,50
HLE,Gemma-3-4B,6.0,no,no,False,50,50
HLE,Gemma-3-4B,7.0,yes,yes,False,50,50
HLE,Gemma-3-4B,8.0,no,no,False,50,50
HLE,Gemma-3-4B,9.0,yes,yes,False,50,50
HLE,Gemma-3-4B,10.0,no,no,False,50,50
HLE,Gemma-3-4B,11.0,yes,yes,False,50,50
HLE,Gemma-3-4B,12.0,yes,yes,False,50,50
HLE,Gemma-3-4B,13.0,yes,yes,False,50,50
HLE,Gemma-3-4B,14.0,no,no,False,50,50
HLE,Gemma-3-4B,15.0,yes,yes,False,50,50
HLE,Gemma-3-4B,16.0,no,no,False,50,50
HLE,Gemma-3-4B,17.0,no,no,False,50,50
HLE,Gemma-3-4B,18.0,yes,yes,False,50,50
HLE,Gemma-3-4B,19.0,yes,yes,False,50,50
HLE,Gemma-3-4B,20.0,yes,yes,False,50,50
HLE,Gemma-3-4B,21.0,no,no,False,50,50
HLE,Gemma-3-4B,22.0,no,no,False,50,50
HLE,Gemma-3-4B,23.0,no,no,False,50,50
HLE,Gemma-3-4B,24.0,yes,yes,False,50,50
HLE,Gemma-3-4B,25.0,yes,yes,False,50,50
HLE,Gemma-3-4B,26.0,yes,yes,False,50,50
HLE,Gemma-3-4B,27.0,yes,yes,False,50,50
HLE,Gemma-3-4B,28.0,no,no,False,50,50
HLE,Gemma-3-4B,29.0,yes,yes,False,50,50
HLE,Gemma-3-4B,30.0,yes,yes,False,50,50
HLE,Gemma-3-4B,31.0,yes,yes,False,50,50
HLE,Gemma-3-4B,32.0,yes,yes,False,50,50
HLE,Gemma-3-4B,33.0,yes,yes,False,50,50
HLE,Gemma-3-4B,34.0,no,no,False,50,50
HLE,Qwen3-235B,0.0,no,no,False,50,50
HLE,Qwen3-235B,1.0,no,no,False,50,50
HLE,Qwen3-235B,2.0,yes,yes,False,50,50
HLE,Qwen3-235B,3.0,no,no,False,50,50
HLE,Qwen3-235B,4.0,yes,yes,False,50,50
HLE,Qwen3-235B,5.0,no,no,False,50,50
HLE,Qwen3-235B,6.0,no,no,False,50,50
HLE,Qwen3-235B,7.0,yes,yes,False,50,50
HLE,Qwen3-235B,8.0,yes,yes,False,50,50
HLE,Qwen3-235B,9.0,no,no,False,50,50
HLE,Qwen3-235B,10.0,yes,yes,False,50,50
HLE,Qwen3-235B,11.0,yes,yes,False,50,50
HLE,Qwen3-235B,12.0,yes,yes,False,50,50
HLE,Qwen3-235B,13.0,no,no,False,50,50
HLE,Qwen3-235B,14.0,no,no,False,50,50
HLE,Qwen3-235B,15.0,no,no,False,50,50
HLE,Qwen3-235B,16.0,no,no,False,50,50
HLE,Qwen3-235B,17.0,no,no,False,50,50
HLE,Qwen3-235B,18.0,no,no,False,50,50
HLE,Qwen3-235B,19.0,no,no,False,50,50
HLE,Qwen3-235B,20.0,no,no,False,50,50
HLE,Qwen3-235B,21.0,yes,yes,False,50,50
HLE,Qwen3-235B,22.0,yes,no,True,50,50
HLE,Qwen3-235B,23.0,no,no,False,50,50
HLE,Qwen3-235B,24.0,yes,yes,False,50,50
HLE,Qwen3-235B,25.0,yes,yes,False,50,50
HLE,Qwen3-235B,26.0,yes,yes,False,50,50
HLE,Qwen3-235B,27.0,yes,yes,False,50,50
HLE,Qwen3-235B,28.0,yes,yes,False,50,50
HLE,Qwen3-235B,29.0,yes,yes,False,50,50
HLE,Qwen3-235B,30.0,no,no,False,50,50
HLE,Qwen3-235B,31.0,yes,yes,False,50,50
HLE,Qwen3-235B,32.0,yes,yes,False,50,50
HLE,Qwen3-235B,33.0,yes,yes,False,50,50
HLE,Qwen3-235B,34.0,no,no,False,50,50
HLE,Qwen3-32B,0.0,yes,yes,False,50,50
HLE,Qwen3-32B,1.0,no,no,False,50,50
HLE,Qwen3-32B,2.0,yes,yes,False,50,50
HLE,Qwen3-32B,3.0,no,no,False,50,50
HLE,Qwen3-32B,4.0,no,no,False,50,50
HLE,Qwen3-32B,5.0,yes,yes,False,50,50
HLE,Qwen3-32B,6.0,no,no,False,50,50
HLE,Qwen3-32B,7.0,yes,yes,False,50,50
HLE,Qwen3-32B,8.0,yes,yes,False,50,50
HLE,Qwen3-32B,9.0,yes,yes,False,50,50
HLE,Qwen3-32B,10.0,yes,yes,False,50,50
HLE,Qwen3-32B,11.0,yes,yes,False,50,50
HLE,Qwen3-32B,12.0,yes,yes,False,50,50
HLE,Qwen3-32B,13.0,no,no,False,50,50
HLE,Qwen3-32B,14.0,yes,yes,False,50,50
HLE,Qwen3-32B,15.0,yes,yes,False,50,50
HLE,Qwen3-32B,16.0,no,no,False,50,50
HLE,Qwen3-32B,17.0,yes,yes,False,50,50
HLE,Qwen3-32B,18.0,no,no,False,50,50
HLE,Qwen3-32B,19.0,no,no,False,50,50
HLE,Qwen3-32B,20.0,no,no,False,50,50
HLE,Qwen3-32B,21.0,no,no,False,50,50
HLE,Qwen3-32B,22.0,no,no,False,50,50
HLE,Qwen3-32B,23.0,no,no,False,50,50
HLE,Qwen3-32B,24.0,yes,yes,False,50,50
HLE,Qwen3-32B,25.0,yes,yes,False,50,50
HLE,Qwen3-32B,26.0,yes,yes,False,50,50
HLE,Qwen3-32B,27.0,yes,yes,False,50,50
HLE,Qwen3-32B,28.0,yes,yes,False,50,50
HLE,Qwen3-32B,29.0,yes,yes,False,50,50
HLE,Qwen3-32B,30.0,yes,yes,False,50,50
HLE,Qwen3-32B,31.0,yes,yes,False,50,50
HLE,Qwen3-32B,32.0,yes,yes,False,50,50
HLE,Qwen3-32B,33.0,no,no,False,50,50
HLE,Qwen3-32B,34.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,0.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,1.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,2.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,3.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,4.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,5.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,6.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,7.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,8.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,9.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,10.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,11.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,12.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,13.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,14.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,15.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,16.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,17.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,18.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,19.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,20.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,21.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,22.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,23.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,24.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,25.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,26.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-120B,27.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,28.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,29.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,30.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,31.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,32.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,33.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,34.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,35.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,36.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,37.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,38.0,unclear,no,True,50,50
Predict-the-Future,GPT-OSS-120B,39.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,40.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,41.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,42.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,43.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-120B,44.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,45.0,unclear,no,True,50,50
Predict-the-Future,GPT-OSS-120B,46.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-120B,47.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,48.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,49.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,50.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,51.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,52.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,53.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,54.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,55.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,56.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,57.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,58.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,59.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,60.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,61.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,62.0,unclear,no,True,50,50
Predict-the-Future,GPT-OSS-120B,63.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,64.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-120B,65.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,66.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,67.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,68.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,69.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,70.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,71.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,72.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,73.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,74.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,75.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,76.0,unclear,yes,True,50,50
Predict-the-Future,GPT-OSS-120B,77.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-120B,78.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-120B,79.0,unclear,no,True,50,50
Predict-the-Future,GPT-OSS-120B,80.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,81.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,82.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,83.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,84.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,85.0,yes,no,True,50,50
Predict-the-Future,GPT-OSS-120B,86.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-120B,87.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-120B,88.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,89.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,90.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,91.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,92.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-120B,93.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-120B,94.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,95.0,unclear,no,True,50,50
Predict-the-Future,GPT-OSS-120B,96.0,unclear,no,True,50,50
Predict-the-Future,GPT-OSS-120B,97.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,98.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-120B,99.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,0.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,1.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,2.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,3.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,4.0,no,unclear,True,50,50
Predict-the-Future,GPT-OSS-20B,5.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,6.0,yes,no,True,50,50
Predict-the-Future,GPT-OSS-20B,7.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,8.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,9.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,10.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,11.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,12.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,13.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,14.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,15.0,yes,no,True,50,50
Predict-the-Future,GPT-OSS-20B,16.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,17.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,18.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,19.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,20.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,21.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,22.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,23.0,unclear,no,True,50,50
Predict-the-Future,GPT-OSS-20B,24.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,25.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,26.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,27.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,28.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,29.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,30.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,31.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,32.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,33.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,34.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,35.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,36.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,37.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,38.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,39.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,40.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,41.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,42.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,43.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,44.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,45.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,46.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,47.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,48.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,49.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,50.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,51.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,52.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,53.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,54.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,55.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,56.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,57.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,58.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,59.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,60.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,61.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,62.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,63.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,64.0,yes,no,True,50,50
Predict-the-Future,GPT-OSS-20B,65.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,66.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,67.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,68.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,69.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,70.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,71.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,72.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,73.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,74.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,75.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,76.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,77.0,yes,no,True,50,50
Predict-the-Future,GPT-OSS-20B,78.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,79.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,80.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,81.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,82.0,unclear,no,True,50,50
Predict-the-Future,GPT-OSS-20B,83.0,unclear,no,True,50,50
Predict-the-Future,GPT-OSS-20B,84.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,85.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,86.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,87.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,88.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,89.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,90.0,yes,yes,False,50,50
Predict-the-Future,GPT-OSS-20B,91.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,92.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,93.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,94.0,unclear,unclear,False,50,50
Predict-the-Future,GPT-OSS-20B,95.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,96.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,97.0,no,unclear,True,50,50
Predict-the-Future,GPT-OSS-20B,98.0,no,no,False,50,50
Predict-the-Future,GPT-OSS-20B,99.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,0.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,1.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,2.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,3.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,4.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,5.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,6.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,7.0,yes,yes,False,50,50
Predict-the-Future,Gemma-3-4B,8.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,9.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,10.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,11.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,12.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,13.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,14.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,15.0,yes,yes,False,50,50
Predict-the-Future,Gemma-3-4B,16.0,yes,yes,False,50,50
Predict-the-Future,Gemma-3-4B,17.0,yes,yes,False,50,50
Predict-the-Future,Gemma-3-4B,18.0,yes,yes,False,50,50
Predict-the-Future,Gemma-3-4B,19.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,20.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,21.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,22.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,23.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,24.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,25.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,26.0,yes,yes,False,50,50
Predict-the-Future,Gemma-3-4B,27.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,28.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,29.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,30.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,31.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,32.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,33.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,34.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,35.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,36.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,37.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,38.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,39.0,yes,yes,False,50,50
Predict-the-Future,Gemma-3-4B,40.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,41.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,42.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,43.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,44.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,45.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,46.0,yes,yes,False,50,50
Predict-the-Future,Gemma-3-4B,47.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,48.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,49.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,50.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,51.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,52.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,53.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,54.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,55.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,56.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,57.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,58.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,59.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,60.0,yes,yes,False,50,50
Predict-the-Future,Gemma-3-4B,61.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,62.0,no,no,False,50,50
Predict-the-Future,Gemma-3-4B,63.0,yes,yes,False,50,50
